Time,Current
0.0009,-0.00000000064494
0.0209,-0.0000000025774
0.0409,-0.0000000012891
0.0609,-0.00000000064494
0.0809,0.0000000022538
0.1009,-0.00000000064494
0.1209,-0.0000000022553
0.1409,-0.00000000096702
0.1609,-0.0000000012891
0.1809,0.0000000016096
0.2009,-0.00000000096702
0.2209,-0.0000000028995
0.2409,-0.0000000012891
0.2609,-0.00000000032286
0.2809,0.0000000016096
0.3009,-0.00000000096702
0.3209,-0.0000000032216
0.3409,-0.00000000096702
0.3609,-0.00000000096702
0.3809,0.0000000016096
0.4009,-0.00000000032286
0.4209,-0.0000000025774
0.4409,-0.00000000096702
0.4609,-0.00000000064494
0.4809,0.0000000016096
0.5009,-0.00000000064494
0.5209,-0.0000000028995
0.5409,-0.0000000016112
0.5609,-0.00000000000078654
0.5809,0.0000000019317
0.6009,0.00000000032129
0.6209,-0.0000000016112
0.6409,-0.00000000096702
0.6609,-0.00000000000078654
0.6809,0.0000000016096
0.7009,-0.00000000032286
0.7209,-0.0000000022553
0.7409,-0.0000000016112
0.7609,-0.00000000096702
0.7809,0.0000000028979
0.8009,-0.00000000032286
0.8209,-0.0000000025774
0.8409,-0.0000000012891
0.8609,0.00000000032129
0.8809,0.0000000022538
0.9009,-0.00000000064494
0.9209,-0.0000000022553
0.9409,-0.00000000096702
0.9609,-0.00000000032286
0.9809,0.0000000025758
1.0009,-0.00000000064494
1.0209,-0.0000000028995
1.0409,-0.00000000096702
1.0609,-0.00000000000078654
1.0809,0.0000000022538
1.1009,-0.00000000032286
1.1209,-0.0000000022553
1.1409,-0.00000000064494
1.1609,-0.00000000032286
1.1809,0.0000000022538
1.2009,-0.00000000000078654
1.2209,-0.0000000022553
1.2409,-0.00000000032286
1.2609,-0.00000000032286
1.2809,0.0000000022538
1.3009,-0.00000000096702
1.3209,-0.0000000025774
1.3409,-0.00000000064494
1.3609,-0.00000000000078654
1.3809,0.0000000028979
1.4009,-0.00000000032286
1.4209,-0.0000000022553
1.4409,-0.00000000064494
1.4609,0.00000000032129
1.4809,0.0000000025758
1.5009,0.00000000064337
1.5209,-0.0000000019333
1.5409,0.00000000032129
1.5609,0.00000000032129
1.5809,0.0000000025758
1.6009,0.00000000064337
1.6209,-0.0000000012891
1.6409,-0.00000000000078654
1.6609,-0.00000000000078654
1.6809,0.0000000028979
1.7009,0.00000000064337
1.7209,-0.0000000012891
1.7409,-0.00000000000078654
1.7609,0.00000000096545
1.7809,0.0000000022538
1.8009,-0.00000000000078654
1.8209,-0.0000000022553
1.8409,-0.00000000096702
1.8609,-0.00000000000078654
1.8809,0.0000000028979
1.9009,-0.00000000096702
1.9209,-0.00000000096702
1.9409,-0.00000000064494
1.9609,-0.00000000032286
1.9809,0.0000000016096
2.0009,-0.00000000032286
2.0209,-0.0000000022553
2.0409,-0.00000000064494
2.0609,-0.00000000032286
2.0809,0.0000000019317
2.1009,0.00000000032129
2.1209,-0.0000000022553
2.1409,-0.00000000064494
2.1609,-0.00000000000078654
2.1809,0.0000000022538
2.2009,-0.00000000000078654
2.2209,-0.0000000019333
2.2409,-0.00000000096702
2.2609,-0.00000000032286
2.2809,0.0000000019317
