Potential,Current
0.000423179153585806,-0.0000000345212889385493
0.00431587360799313,0.000000328754111933449
0.00919464975595474,0.000000366822717978721
0.0142054921016097,0.000000392407230265235
0.0192725453525782,0.000000405663172386994
0.0243158768862486,0.000000420859407768148
0.0292201638221741,0.000000435149445365823
0.0343146286904812,0.000000447574336703838
0.0393177159130573,0.000000456751592992077
0.0443857200443745,0.00000046589627800131
0.049353051930666,0.000000478111132906633
0.0543371438980103,0.00000048012071829362
0.0593092180788517,0.000000493111826926906
0.064350314438343,0.000000503237174598326
0.0693057551980019,0.000000511712300976797
0.0742266699671745,0.000000519927368713979
0.0792501419782639,0.000000531505918388575
0.0843510553240776,0.000000536714821919304
0.0893893614411354,0.000000550126571852161
0.0943451747298241,0.000000550514414499048
0.0993679687380791,0.000000556845975552278
0.104355812072754,0.00000056114510016414
0.109323926270008,0.000000571601560750423
0.114242881536484,0.000000574833279642917
0.119244992733002,0.000000583011342314421
0.124254465103149,0.000000589964088248962
0.129276216030121,0.000000597637097143888
0.134325280785561,0.000000603364640028303
0.139333382248878,0.000000613258919202053
0.144344463944435,0.000000611779682913038
0.14936026930809,0.000000620526122929732
0.154327154159546,0.00000062943053080744
0.159313872456551,0.000000625644929641567
0.164197847247124,0.000000628995962870249
0.169098526239395,0.0000006308176807579
0.174078747630119,0.000000637660093616432
0.178989008069038,0.000000643684529677557
0.18406917154789,0.00000065139312255269
0.189052000641823,0.000000649158607757272
0.19394938647747,0.000000650447816497035
0.198926270008087,0.00000065994663600577
0.203914642333984,0.000000655879546229698
0.208806499838829,0.000000667293022615922
0.213852718472481,0.000000672433827730856
0.218921184539795,0.00000067913293833044
0.223848596215248,0.000000675064995903085
0.22883865237236,0.000000681877281749621
0.233841821551323,0.000000691037485012203
0.238875284790993,0.000000691813681896747
0.243744447827339,0.000000693369543114386
0.248889833688736,0.00000069861260953985
0.253968775272369,0.000000705076786289283
0.259012937545776,0.000000709472772086883
0.264022886753082,0.000000715715145815921
0.269108295440674,0.000000709590892711276
0.274002254009247,0.000000712884002496139
0.279045641422272,0.000000714575151050667
0.284082919359207,0.000000726832979580649
0.289111912250519,0.000000729616033368075
0.294173181056976,0.000000734286118131422
0.299273759126663,0.000000743510156553384
0.30428072810173,0.000000735672699647694
0.309207260608673,0.00000073652415721881
0.314140617847443,0.000000740021391720802
0.319067507982254,0.00000074442749564696
0.324077397584915,0.00000074350089107611
0.329012364149094,0.000000749853143133805
0.334012985229492,0.000000754089626298082
0.339003413915634,0.000000755293910970067
0.343957185745239,0.000000762649904118007
0.349054783582687,0.00000076845140029036
0.354022234678268,0.000000769526650401531
0.358898222446442,0.000000772022133332939
0.363954216241837,0.000000774334694142453
0.368928104639053,0.000000785660915880726
0.373934090137482,0.000000781412268224813
0.378977835178375,0.000000787487351772143
0.383995980024338,0.000000792912999258988
